URLLength,DomainLength,IsDomainIP,TLDLength,NoOfSubDomain,NoOfLettersInURL,LetterRatioInURL,NoOfDegitsInURL,DegitRatioInURL,NoOfEqualsInURL,NoOfQMarkInURL,NoOfAmpersandInURL,NoOfOtherSpecialCharsInURL,SpacialCharRatioInURL,IsHTTPS,HasObfuscation,NoOfSlashInURL,ContainsSuspiciousKeyword,Entropy,CharContinuationRate
25.0,17.0,0.0,2.0,1.0,20.0,0.8,0.0,0.0,0.0,0.0,0.0,1.0,0.04,1.0,0.0,2.0,0.0,3.7533,0.4
30.0,22.0,0.0,3.0,1.0,25.0,0.8333,0.0,0.0,0.0,0.0,0.0,1.0,0.0333,1.0,0.0,2.0,0.0,3.8981,0.4667
103.0,28.0,0.0,3.0,1.0,77.0,0.7476,9.0,0.0874,0.0,0.0,0.0,9.0,0.0874,0.0,0.0,6.0,0.0,4.6287,0.1942
73.0,13.0,0.0,3.0,0.0,47.0,0.6438,18.0,0.2466,0.0,0.0,0.0,1.0,0.0137,0.0,0.0,5.0,0.0,4.5651,0.1233
27.0,19.0,0.0,3.0,1.0,22.0,0.8148,0.0,0.0,0.0,0.0,0.0,1.0,0.037,1.0,0.0,2.0,0.0,3.736,0.4074
50.0,32.0,0.0,3.0,4.0,37.0,0.74,1.0,0.02,1.0,1.0,0.0,1.0,0.02,0.0,0.0,3.0,0.0,4.228,0.24
24.0,16.0,0.0,3.0,1.0,19.0,0.7917,0.0,0.0,0.0,0.0,0.0,1.0,0.0417,1.0,0.0,2.0,0.0,3.8554,0.3333
95.0,15.0,0.0,3.0,1.0,70.0,0.7368,10.0,0.1053,0.0,0.0,0.0,7.0,0.0737,0.0,0.0,5.0,0.0,4.9724,0.2
33.0,25.0,0.0,3.0,1.0,28.0,0.8485,0.0,0.0,0.0,0.0,0.0,1.0,0.0303,1.0,0.0,2.0,0.0,3.9603,0.5152
114.0,18.0,0.0,3.0,1.0,65.0,0.5702,24.0,0.2105,0.0,0.0,0.0,19.0,0.1667,0.0,1.0,4.0,1.0,4.5713,0.0877
51.0,12.0,0.0,3.0,0.0,42.0,0.8235,0.0,0.0,0.0,0.0,0.0,3.0,0.0588,1.0,0.0,5.0,0.0,4.3048,0.1765
292.0,20.0,0.0,2.0,1.0,178.0,0.6096,62.0,0.2123,6.0,2.0,10.0,12.0,0.0411,0.0,0.0,7.0,0.0,5.0505,0.0514
38.0,15.0,0.0,2.0,1.0,26.0,0.6842,3.0,0.0789,0.0,0.0,0.0,1.0,0.0263,0.0,0.0,6.0,0.0,4.1287,0.2105
32.0,24.0,0.0,2.0,1.0,27.0,0.8438,0.0,0.0,0.0,0.0,0.0,1.0,0.0312,1.0,0.0,2.0,0.0,3.9292,0.5312
29.0,21.0,0.0,3.0,1.0,23.0,0.7931,0.0,0.0,0.0,0.0,0.0,2.0,0.069,1.0,0.0,2.0,0.0,4.1163,0.3103
78.0,23.0,0.0,3.0,1.0,61.0,0.7821,5.0,0.0641,0.0,0.0,0.0,5.0,0.0641,1.0,0.0,5.0,0.0,4.4344,0.1667
63.0,14.0,0.0,3.0,1.0,45.0,0.7143,2.0,0.0317,1.0,2.0,0.0,2.0,0.0317,0.0,0.0,7.0,1.0,4.5103,0.0952
22.0,14.0,0.0,3.0,1.0,17.0,0.7727,0.0,0.0,0.0,0.0,0.0,1.0,0.0455,1.0,0.0,2.0,0.0,3.4817,0.2727
43.0,34.0,0.0,3.0,1.0,31.0,0.7209,3.0,0.0698,0.0,0.0,0.0,4.0,0.093,1.0,0.0,3.0,0.0,3.9323,0.186
50.0,14.0,0.0,3.0,0.0,41.0,0.82,0.0,0.0,0.0,0.0,0.0,1.0,0.02,0.0,0.0,6.0,0.0,4.064,0.2
38.0,9.0,0.0,3.0,0.0,26.0,0.6842,3.0,0.0789,0.0,0.0,0.0,4.0,0.1053,0.0,0.0,4.0,0.0,4.2608,0.1842
81.0,7.0,0.0,2.0,0.0,65.0,0.8025,9.0,0.1111,0.0,0.0,0.0,1.0,0.0123,1.0,0.0,5.0,0.0,4.8396,0.1605
51.0,32.0,0.0,3.0,1.0,43.0,0.8431,1.0,0.0196,0.0,0.0,0.0,1.0,0.0196,0.0,0.0,3.0,0.0,3.9743,0.4314
29.0,21.0,0.0,3.0,1.0,24.0,0.8276,0.0,0.0,0.0,0.0,0.0,1.0,0.0345,1.0,0.0,2.0,0.0,3.9614,0.4483
97.0,33.0,0.0,3.0,0.0,67.0,0.6907,21.0,0.2165,0.0,0.0,0.0,1.0,0.0103,0.0,0.0,7.0,1.0,4.7749,0.299
99.0,24.0,0.0,2.0,1.0,81.0,0.8182,2.0,0.0202,0.0,0.0,0.0,6.0,0.0606,0.0,1.0,7.0,1.0,4.3609,0.1717
56.0,17.0,0.0,3.0,1.0,46.0,0.8214,0.0,0.0,0.0,0.0,0.0,3.0,0.0536,1.0,0.0,5.0,0.0,4.0218,0.1607
34.0,25.0,0.0,3.0,1.0,21.0,0.6176,5.0,0.1471,0.0,0.0,0.0,3.0,0.0882,1.0,0.0,3.0,0.0,4.1241,0.1765
80.0,20.0,0.0,3.0,1.0,59.0,0.7375,8.0,0.1,0.0,0.0,0.0,7.0,0.0875,0.0,0.0,4.0,0.0,4.6356,0.15
35.0,26.0,0.0,3.0,1.0,24.0,0.6857,4.0,0.1143,0.0,0.0,0.0,2.0,0.0571,1.0,0.0,3.0,0.0,4.243,0.3143
51.0,15.0,0.0,3.0,0.0,44.0,0.8627,0.0,0.0,0.0,0.0,0.0,1.0,0.0196,0.0,0.0,4.0,0.0,4.1815,0.3137
25.0,17.0,0.0,2.0,2.0,19.0,0.76,0.0,0.0,0.0,0.0,0.0,1.0,0.04,1.0,0.0,2.0,0.0,3.7835,0.24
94.0,79.0,0.0,2.0,2.0,75.0,0.7979,9.0,0.0957,0.0,0.0,0.0,2.0,0.0213,1.0,0.0,5.0,0.0,4.8135,0.1596
38.0,18.0,0.0,3.0,0.0,31.0,0.8158,0.0,0.0,0.0,0.0,0.0,1.0,0.0263,0.0,0.0,5.0,0.0,3.9984,0.3684
28.0,20.0,0.0,2.0,1.0,23.0,0.8214,0.0,0.0,0.0,0.0,0.0,1.0,0.0357,1.0,0.0,2.0,0.0,4.0391,0.4643
167.0,15.0,0.0,3.0,1.0,132.0,0.7904,15.0,0.0898,3.0,1.0,2.0,5.0,0.0299,1.0,0.0,7.0,0.0,5.0506,0.1198
23.0,15.0,0.0,2.0,1.0,17.0,0.7391,0.0,0.0,0.0,0.0,0.0,1.0,0.0435,0.0,0.0,3.0,0.0,3.6753,0.3478
37.0,23.0,0.0,3.0,1.0,30.0,0.8108,0.0,0.0,0.0,0.0,0.0,1.0,0.027,1.0,0.0,4.0,0.0,3.5829,0.4054
21.0,14.0,0.0,3.0,1.0,16.0,0.7619,0.0,0.0,0.0,0.0,0.0,1.0,0.0476,0.0,0.0,2.0,0.0,3.4992,0.2857
115.0,16.0,0.0,2.0,1.0,97.0,0.8435,0.0,0.0,0.0,0.0,0.0,1.0,0.0087,0.0,0.0,9.0,0.0,4.4824,0.087
75.0,31.0,0.0,3.0,3.0,43.0,0.5733,22.0,0.2933,0.0,0.0,0.0,1.0,0.0133,0.0,0.0,5.0,0.0,4.867,0.16
64.0,20.0,0.0,3.0,1.0,40.0,0.625,11.0,0.1719,0.0,0.0,0.0,5.0,0.0781,0.0,0.0,5.0,1.0,4.7227,0.1094
21.0,13.0,0.0,2.0,1.0,16.0,0.7619,0.0,0.0,0.0,0.0,0.0,1.0,0.0476,1.0,0.0,2.0,0.0,3.368,0.2857
22.0,15.0,0.0,3.0,1.0,17.0,0.7727,0.0,0.0,0.0,0.0,0.0,1.0,0.0455,0.0,0.0,2.0,0.0,3.6978,0.3182
56.0,20.0,0.0,2.0,0.0,32.0,0.5714,18.0,0.3214,0.0,0.0,0.0,1.0,0.0179,1.0,0.0,4.0,0.0,4.5971,0.3214
70.0,29.0,0.0,3.0,1.0,47.0,0.6714,16.0,0.2286,0.0,0.0,0.0,1.0,0.0143,0.0,0.0,4.0,0.0,4.6294,0.1857
67.0,14.0,0.0,3.0,1.0,50.0,0.7463,4.0,0.0597,0.0,0.0,0.0,3.0,0.0448,1.0,0.0,7.0,0.0,4.4959,0.1045
37.0,14.0,0.0,3.0,0.0,30.0,0.8108,0.0,0.0,0.0,0.0,0.0,1.0,0.027,0.0,0.0,5.0,0.0,4.1291,0.2703
27.0,19.0,0.0,3.0,1.0,22.0,0.8148,0.0,0.0,0.0,0.0,0.0,1.0,0.037,1.0,0.0,2.0,0.0,3.8842,0.4074
289.0,29.0,0.0,3.0,0.0,183.0,0.6332,53.0,0.1834,10.0,2.0,9.0,12.0,0.0415,0.0,1.0,8.0,0.0,5.2022,0.0865
48.0,29.0,0.0,2.0,2.0,40.0,0.8333,0.0,0.0,0.0,0.0,0.0,1.0,0.0208,0.0,0.0,3.0,1.0,3.9358,0.3125
70.0,24.0,0.0,3.0,1.0,58.0,0.8286,0.0,0.0,0.0,0.0,0.0,6.0,0.0857,0.0,0.0,3.0,0.0,4.2649,0.2286
87.0,17.0,0.0,2.0,2.0,67.0,0.7701,5.0,0.0575,0.0,0.0,0.0,2.0,0.023,0.0,0.0,9.0,0.0,4.5015,0.1494
47.0,17.0,0.0,3.0,0.0,40.0,0.8511,0.0,0.0,0.0,0.0,0.0,1.0,0.0213,0.0,0.0,4.0,1.0,4.3497,0.2766
44.0,26.0,0.0,2.0,1.0,36.0,0.8182,0.0,0.0,0.0,0.0,0.0,1.0,0.0227,0.0,0.0,5.0,0.0,4.1187,0.4318
34.0,25.0,0.0,3.0,1.0,27.0,0.7941,0.0,0.0,0.0,0.0,0.0,2.0,0.0588,1.0,0.0,3.0,0.0,4.1751,0.2941
25.0,17.0,0.0,3.0,1.0,20.0,0.8,0.0,0.0,0.0,0.0,0.0,1.0,0.04,1.0,0.0,2.0,0.0,3.8635,0.36
27.0,19.0,0.0,3.0,1.0,22.0,0.8148,0.0,0.0,0.0,0.0,0.0,1.0,0.037,1.0,0.0,2.0,0.0,3.7784,0.4074
36.0,19.0,0.0,3.0,0.0,30.0,0.8333,0.0,0.0,0.0,0.0,0.0,1.0,0.0278,0.0,0.0,4.0,0.0,4.0833,0.4167
73.0,27.0,0.0,2.0,2.0,59.0,0.8082,1.0,0.0137,0.0,0.0,0.0,2.0,0.0274,0.0,0.0,6.0,0.0,4.3026,0.1781
21.0,13.0,0.0,2.0,1.0,16.0,0.7619,0.0,0.0,0.0,0.0,0.0,1.0,0.0476,1.0,0.0,2.0,0.0,3.6897,0.2857
46.0,23.0,0.0,3.0,1.0,39.0,0.8478,0.0,0.0,0.0,0.0,0.0,1.0,0.0217,0.0,0.0,4.0,0.0,4.1456,0.3261
42.0,14.0,0.0,3.0,0.0,35.0,0.8333,0.0,0.0,0.0,0.0,0.0,1.0,0.0238,0.0,0.0,4.0,0.0,4.1096,0.2381
26.0,18.0,0.0,3.0,2.0,20.0,0.7692,0.0,0.0,0.0,0.0,0.0,1.0,0.0385,1.0,0.0,2.0,0.0,3.6612,0.2692
52.0,13.0,1.0,0.0,0.0,30.0,0.5769,10.0,0.1923,0.0,0.0,0.0,2.0,0.0385,0.0,0.0,6.0,1.0,4.3371,0.1538
28.0,20.0,0.0,3.0,1.0,23.0,0.8214,0.0,0.0,0.0,0.0,0.0,1.0,0.0357,1.0,0.0,2.0,0.0,4.209,0.4286
96.0,16.0,0.0,3.0,1.0,73.0,0.7604,7.0,0.0729,0.0,0.0,0.0,7.0,0.0729,1.0,0.0,6.0,0.0,4.7237,0.0833
33.0,25.0,0.0,3.0,1.0,28.0,0.8485,0.0,0.0,0.0,0.0,0.0,1.0,0.0303,1.0,0.0,2.0,0.0,4.0667,0.5152
37.0,16.0,0.0,3.0,0.0,31.0,0.8378,0.0,0.0,0.0,0.0,0.0,1.0,0.027,0.0,0.0,4.0,0.0,4.0672,0.3243
28.0,20.0,0.0,3.0,1.0,23.0,0.8214,0.0,0.0,0.0,0.0,0.0,1.0,0.0357,1.0,0.0,2.0,0.0,3.9947,0.4286
39.0,10.0,0.0,2.0,0.0,31.0,0.7949,0.0,0.0,0.0,0.0,0.0,1.0,0.0256,0.0,0.0,6.0,0.0,4.0411,0.1795
28.0,20.0,0.0,3.0,1.0,23.0,0.8214,0.0,0.0,0.0,0.0,0.0,1.0,0.0357,1.0,0.0,2.0,0.0,3.8963,0.4286
29.0,21.0,0.0,2.0,1.0,22.0,0.7586,0.0,0.0,0.0,0.0,0.0,2.0,0.069,0.0,0.0,3.0,0.0,3.7589,0.3103
48.0,14.0,0.0,3.0,0.0,40.0,0.8333,0.0,0.0,0.0,0.0,0.0,1.0,0.0208,0.0,0.0,5.0,0.0,4.3219,0.2083
57.0,25.0,0.0,3.0,1.0,48.0,0.8421,0.0,0.0,0.0,0.0,0.0,1.0,0.0175,0.0,0.0,5.0,0.0,4.2169,0.2982
26.0,19.0,0.0,3.0,1.0,20.0,0.7692,0.0,0.0,0.0,0.0,0.0,2.0,0.0769,0.0,0.0,2.0,0.0,3.7962,0.1923
56.0,12.0,0.0,3.0,1.0,45.0,0.8036,1.0,0.0179,0.0,0.0,0.0,5.0,0.0893,0.0,0.0,3.0,0.0,4.1685,0.1429
29.0,21.0,0.0,3.0,1.0,24.0,0.8276,0.0,0.0,0.0,0.0,0.0,1.0,0.0345,1.0,0.0,2.0,0.0,4.0733,0.4483
30.0,23.0,0.0,3.0,2.0,23.0,0.7667,1.0,0.0333,0.0,0.0,0.0,1.0,0.0333,0.0,0.0,2.0,0.0,3.9484,0.2333
42.0,9.0,0.0,2.0,0.0,32.0,0.7619,0.0,0.0,0.0,0.0,0.0,2.0,0.0476,0.0,0.0,6.0,0.0,4.1659,0.1905
48.0,40.0,0.0,3.0,3.0,38.0,0.7917,0.0,0.0,0.0,0.0,0.0,3.0,0.0625,0.0,0.0,3.0,0.0,3.9256,0.1667
22.0,15.0,0.0,2.0,1.0,17.0,0.7727,0.0,0.0,0.0,0.0,0.0,1.0,0.0455,0.0,0.0,2.0,0.0,3.6978,0.3636
80.0,39.0,0.0,2.0,1.0,53.0,0.6625,11.0,0.1375,1.0,1.0,0.0,7.0,0.0875,1.0,0.0,4.0,1.0,4.5966,0.0875
24.0,16.0,0.0,2.0,2.0,18.0,0.75,0.0,0.0,0.0,0.0,0.0,1.0,0.0417,1.0,0.0,2.0,0.0,3.6887,0.2083
35.0,11.0,0.0,2.0,0.0,27.0,0.7714,0.0,0.0,0.0,0.0,0.0,1.0,0.0286,0.0,0.0,6.0,0.0,3.7287,0.2286
79.0,23.0,0.0,3.0,1.0,64.0,0.8101,0.0,0.0,0.0,0.0,0.0,8.0,0.1013,0.0,0.0,5.0,0.0,4.0467,0.1266
35.0,27.0,0.0,3.0,1.0,30.0,0.8571,0.0,0.0,0.0,0.0,0.0,1.0,0.0286,1.0,0.0,2.0,0.0,4.0687,0.5429
43.0,19.0,0.0,3.0,1.0,35.0,0.814,0.0,0.0,0.0,0.0,0.0,2.0,0.0465,0.0,0.0,4.0,0.0,4.3328,0.2093
65.0,12.0,0.0,3.0,1.0,47.0,0.7231,5.0,0.0769,0.0,0.0,0.0,4.0,0.0615,0.0,0.0,6.0,0.0,4.3299,0.1692
71.0,16.0,0.0,2.0,2.0,47.0,0.662,10.0,0.1408,2.0,1.0,1.0,3.0,0.0423,1.0,0.0,4.0,0.0,5.0248,0.1268
26.0,17.0,0.0,3.0,0.0,20.0,0.7692,1.0,0.0385,0.0,0.0,0.0,1.0,0.0385,1.0,0.0,3.0,0.0,3.6574,0.4615
38.0,17.0,0.0,3.0,1.0,31.0,0.8158,0.0,0.0,0.0,0.0,0.0,2.0,0.0526,0.0,0.0,3.0,0.0,4.234,0.2368
26.0,19.0,0.0,3.0,2.0,20.0,0.7692,0.0,0.0,0.0,0.0,0.0,1.0,0.0385,0.0,0.0,2.0,0.0,3.6133,0.2308
25.0,17.0,0.0,2.0,1.0,19.0,0.76,0.0,0.0,0.0,0.0,0.0,2.0,0.08,1.0,0.0,2.0,0.0,3.8333,0.24
69.0,22.0,0.0,3.0,1.0,57.0,0.8261,1.0,0.0145,0.0,0.0,0.0,4.0,0.058,1.0,0.0,5.0,0.0,4.1649,0.2029
25.0,16.0,0.0,3.0,1.0,18.0,0.72,0.0,0.0,0.0,0.0,0.0,2.0,0.08,1.0,0.0,3.0,0.0,3.7533,0.2
34.0,26.0,0.0,3.0,1.0,29.0,0.8529,0.0,0.0,0.0,0.0,0.0,1.0,0.0294,1.0,0.0,2.0,0.0,3.9398,0.5294
65.0,14.0,0.0,3.0,1.0,45.0,0.6923,2.0,0.0308,1.0,2.0,0.0,2.0,0.0308,0.0,0.0,9.0,1.0,4.4639,0.0923
28.0,21.0,0.0,3.0,1.0,23.0,0.8214,0.0,0.0,0.0,0.0,0.0,1.0,0.0357,0.0,0.0,2.0,0.0,4.0391,0.4643
35.0,15.0,0.0,3.0,1.0,25.0,0.7143,2.0,0.0571,0.0,0.0,0.0,1.0,0.0286,0.0,0.0,4.0,0.0,3.9357,0.1714
23.0,15.0,0.0,3.0,1.0,18.0,0.7826,0.0,0.0,0.0,0.0,0.0,1.0,0.0435,1.0,0.0,2.0,0.0,3.882,0.3043
28.0,20.0,0.0,2.0,2.0,22.0,0.7857,0.0,0.0,0.0,0.0,0.0,1.0,0.0357,1.0,0.0,2.0,0.0,4.0122,0.3571
36.0,28.0,0.0,3.0,1.0,31.0,0.8611,0.0,0.0,0.0,0.0,0.0,1.0,0.0278,1.0,0.0,2.0,0.0,3.9484,0.5556
76.0,28.0,0.0,3.0,1.0,66.0,0.8684,3.0,0.0395,0.0,0.0,0.0,1.0,0.0132,1.0,0.0,4.0,1.0,4.6486,0.25
24.0,17.0,0.0,2.0,1.0,18.0,0.75,0.0,0.0,0.0,0.0,0.0,2.0,0.0833,0.0,0.0,2.0,0.0,3.9387,0.2083
34.0,25.0,0.0,3.0,1.0,21.0,0.6176,6.0,0.1765,0.0,0.0,0.0,2.0,0.0588,1.0,0.0,3.0,0.0,4.4326,0.2941
21.0,13.0,0.0,3.0,1.0,16.0,0.7619,0.0,0.0,0.0,0.0,0.0,1.0,0.0476,1.0,0.0,2.0,0.0,3.6897,0.2381
24.0,16.0,0.0,2.0,2.0,15.0,0.625,3.0,0.125,0.0,0.0,0.0,1.0,0.0417,1.0,0.0,2.0,0.0,3.9387,0.2083
57.0,13.0,0.0,3.0,1.0,42.0,0.7368,5.0,0.0877,0.0,0.0,0.0,2.0,0.0351,0.0,0.0,6.0,0.0,4.462,0.2105
42.0,19.0,0.0,3.0,1.0,32.0,0.7619,1.0,0.0238,0.0,0.0,0.0,1.0,0.0238,0.0,0.0,6.0,0.0,4.0167,0.2619
28.0,20.0,0.0,3.0,1.0,23.0,0.8214,0.0,0.0,0.0,0.0,0.0,1.0,0.0357,1.0,0.0,2.0,0.0,3.9677,0.4286
30.0,22.0,0.0,3.0,1.0,24.0,0.8,0.0,0.0,0.0,0.0,0.0,1.0,0.0333,0.0,0.0,3.0,0.0,4.0729,0.4667
71.0,9.0,0.0,2.0,0.0,59.0,0.831,0.0,0.0,1.0,0.0,0.0,2.0,0.0282,0.0,0.0,8.0,0.0,4.1947,0.1408
50.0,41.0,0.0,3.0,2.0,32.0,0.64,9.0,0.18,0.0,0.0,0.0,3.0,0.06,1.0,0.0,3.0,0.0,4.6484,0.14
45.0,12.0,0.0,3.0,0.0,37.0,0.8222,0.0,0.0,0.0,0.0,0.0,2.0,0.0444,0.0,0.0,4.0,0.0,4.1359,0.2889
43.0,17.0,0.0,3.0,0.0,34.0,0.7907,0.0,0.0,0.0,0.0,0.0,1.0,0.0233,1.0,0.0,5.0,0.0,4.1207,0.3023
21.0,13.0,0.0,3.0,1.0,16.0,0.7619,0.0,0.0,0.0,0.0,0.0,1.0,0.0476,1.0,0.0,2.0,0.0,3.4992,0.2381
83.0,12.0,0.0,3.0,1.0,62.0,0.747,6.0,0.0723,0.0,0.0,0.0,7.0,0.0843,0.0,0.0,6.0,0.0,4.4681,0.1084
31.0,23.0,0.0,2.0,1.0,25.0,0.8065,0.0,0.0,0.0,0.0,0.0,1.0,0.0323,0.0,0.0,3.0,0.0,3.889,0.3548
29.0,20.0,0.0,3.0,1.0,23.0,0.7931,0.0,0.0,0.0,0.0,0.0,1.0,0.0345,1.0,0.0,3.0,0.0,4.0213,0.4138
28.0,20.0,0.0,2.0,2.0,22.0,0.7857,0.0,0.0,0.0,0.0,0.0,1.0,0.0357,1.0,0.0,2.0,0.0,3.8693,0.3214
23.0,16.0,0.0,2.0,1.0,18.0,0.7826,0.0,0.0,0.0,0.0,0.0,1.0,0.0435,0.0,0.0,2.0,0.0,3.4144,0.3913
37.0,29.0,0.0,3.0,1.0,32.0,0.8649,0.0,0.0,0.0,0.0,0.0,1.0,0.027,1.0,0.0,2.0,0.0,4.1008,0.5676
28.0,20.0,0.0,3.0,1.0,23.0,0.8214,0.0,0.0,0.0,0.0,0.0,1.0,0.0357,1.0,0.0,2.0,0.0,3.5027,0.4286
37.0,28.0,0.0,3.0,1.0,24.0,0.6486,6.0,0.1622,0.0,0.0,0.0,2.0,0.0541,1.0,0.0,3.0,0.0,4.3374,0.2703
105.0,18.0,0.0,3.0,0.0,90.0,0.8571,0.0,0.0,0.0,0.0,0.0,3.0,0.0286,0.0,0.0,7.0,1.0,4.51,0.1619
31.0,16.0,0.0,3.0,1.0,25.0,0.8065,0.0,0.0,0.0,0.0,0.0,1.0,0.0323,1.0,0.0,3.0,0.0,4.1313,0.2581
32.0,18.0,0.0,2.0,1.0,25.0,0.7812,0.0,0.0,0.0,0.0,0.0,1.0,0.0312,0.0,0.0,4.0,0.0,4.1639,0.3438
26.0,18.0,0.0,3.0,1.0,21.0,0.8077,0.0,0.0,0.0,0.0,0.0,1.0,0.0385,1.0,0.0,2.0,0.0,3.9022,0.3846
31.0,24.0,0.0,3.0,1.0,26.0,0.8387,0.0,0.0,0.0,0.0,0.0,1.0,0.0323,0.0,0.0,2.0,0.0,4.0911,0.5161
33.0,26.0,0.0,3.0,1.0,27.0,0.8182,1.0,0.0303,0.0,0.0,0.0,1.0,0.0303,0.0,0.0,2.0,0.0,4.1044,0.4848
29.0,21.0,0.0,3.0,1.0,24.0,0.8276,0.0,0.0,0.0,0.0,0.0,1.0,0.0345,1.0,0.0,2.0,0.0,3.8539,0.4483
28.0,20.0,0.0,3.0,1.0,23.0,0.8214,0.0,0.0,0.0,0.0,0.0,1.0,0.0357,1.0,0.0,2.0,0.0,3.8693,0.4286
43.0,15.0,0.0,3.0,1.0,36.0,0.8372,0.0,0.0,0.0,0.0,0.0,1.0,0.0233,1.0,0.0,4.0,0.0,4.2687,0.3256
94.0,74.0,0.0,4.0,2.0,78.0,0.8298,7.0,0.0745,0.0,0.0,0.0,2.0,0.0213,1.0,0.0,3.0,0.0,4.6864,0.3617
34.0,25.0,0.0,3.0,1.0,21.0,0.6176,6.0,0.1765,0.0,0.0,0.0,2.0,0.0588,1.0,0.0,3.0,0.0,4.315,0.2941
76.0,17.0,0.0,2.0,1.0,62.0,0.8158,0.0,0.0,1.0,1.0,0.0,3.0,0.0395,0.0,0.0,5.0,0.0,4.5437,0.1447
30.0,21.0,0.0,2.0,2.0,23.0,0.7667,0.0,0.0,0.0,0.0,0.0,1.0,0.0333,1.0,0.0,3.0,0.0,3.6729,0.3
67.0,12.0,0.0,3.0,0.0,57.0,0.8507,0.0,0.0,0.0,0.0,0.0,5.0,0.0746,0.0,0.0,4.0,0.0,4.5518,0.1493
49.0,16.0,0.0,3.0,0.0,42.0,0.8571,0.0,0.0,0.0,0.0,0.0,1.0,0.0204,0.0,0.0,4.0,1.0,4.1813,0.2449
29.0,21.0,0.0,3.0,1.0,24.0,0.8276,0.0,0.0,0.0,0.0,0.0,1.0,0.0345,1.0,0.0,2.0,0.0,3.7454,0.4483
29.0,12.0,0.0,2.0,1.0,22.0,0.7586,0.0,0.0,0.0,0.0,0.0,1.0,0.0345,0.0,0.0,3.0,0.0,3.7623,0.1724
67.0,7.0,0.0,2.0,0.0,57.0,0.8507,4.0,0.0597,0.0,0.0,0.0,1.0,0.0149,1.0,0.0,4.0,0.0,4.7025,0.403
30.0,14.0,0.0,3.0,0.0,17.0,0.5667,5.0,0.1667,0.0,0.0,0.0,3.0,0.1,0.0,0.0,4.0,0.0,4.2151,0.3333
33.0,25.0,0.0,3.0,1.0,28.0,0.8485,0.0,0.0,0.0,0.0,0.0,1.0,0.0303,1.0,0.0,2.0,0.0,4.0438,0.5152
215.0,15.0,0.0,3.0,0.0,116.0,0.5395,80.0,0.3721,3.0,1.0,2.0,5.0,0.0233,0.0,0.0,6.0,1.0,4.8494,0.0512
68.0,16.0,0.0,2.0,1.0,57.0,0.8382,0.0,0.0,0.0,0.0,0.0,1.0,0.0147,0.0,0.0,7.0,1.0,4.2925,0.1765
27.0,19.0,0.0,2.0,1.0,21.0,0.7778,0.0,0.0,0.0,0.0,0.0,1.0,0.037,0.0,0.0,3.0,0.0,3.8562,0.2963
40.0,31.0,0.0,3.0,3.0,32.0,0.8,0.0,0.0,0.0,0.0,0.0,1.0,0.025,1.0,0.0,3.0,0.0,4.1153,0.325
97.0,27.0,0.0,3.0,1.0,83.0,0.8557,0.0,0.0,0.0,0.0,0.0,2.0,0.0206,0.0,0.0,9.0,0.0,4.2216,0.1959
283.0,13.0,0.0,3.0,0.0,166.0,0.5866,64.0,0.2261,6.0,2.0,10.0,13.0,0.0459,0.0,1.0,7.0,0.0,4.9626,0.053
47.0,26.0,0.0,3.0,0.0,38.0,0.8085,1.0,0.0213,0.0,0.0,0.0,2.0,0.0426,0.0,0.0,5.0,0.0,4.1982,0.4681
42.0,33.0,0.0,2.0,1.0,36.0,0.8571,0.0,0.0,0.0,0.0,0.0,1.0,0.0238,1.0,0.0,3.0,1.0,4.3953,0.5238
20.0,13.0,0.0,3.0,1.0,15.0,0.75,0.0,0.0,0.0,0.0,0.0,1.0,0.05,0.0,0.0,2.0,0.0,3.5464,0.25
28.0,19.0,0.0,3.0,1.0,19.0,0.6786,1.0,0.0357,0.0,0.0,0.0,3.0,0.1071,1.0,0.0,3.0,0.0,3.8249,0.1786
30.0,22.0,0.0,2.0,1.0,24.0,0.8,0.0,0.0,0.0,0.0,0.0,2.0,0.0667,1.0,0.0,2.0,0.0,3.9899,0.3333
29.0,21.0,0.0,2.0,2.0,23.0,0.7931,0.0,0.0,0.0,0.0,0.0,1.0,0.0345,1.0,0.0,2.0,0.0,3.8833,0.3793
21.0,13.0,0.0,3.0,1.0,16.0,0.7619,0.0,0.0,0.0,0.0,0.0,1.0,0.0476,1.0,0.0,2.0,0.0,3.5352,0.2381
32.0,12.0,0.0,2.0,1.0,24.0,0.75,0.0,0.0,0.0,0.0,0.0,1.0,0.0312,0.0,0.0,5.0,0.0,3.8789,0.2188
23.0,16.0,0.0,2.0,1.0,17.0,0.7391,1.0,0.0435,0.0,0.0,0.0,1.0,0.0435,0.0,0.0,2.0,0.0,3.882,0.3478
32.0,24.0,0.0,3.0,1.0,27.0,0.8438,0.0,0.0,0.0,0.0,0.0,1.0,0.0312,1.0,0.0,2.0,0.0,4.0306,0.5
138.0,11.0,0.0,3.0,0.0,103.0,0.7464,17.0,0.1232,0.0,0.0,0.0,5.0,0.0362,0.0,1.0,8.0,1.0,5.1433,0.0797
29.0,22.0,0.0,3.0,2.0,21.0,0.7241,2.0,0.069,0.0,0.0,0.0,1.0,0.0345,0.0,0.0,2.0,0.0,3.8539,0.2414
47.0,25.0,0.0,3.0,1.0,40.0,0.8511,0.0,0.0,0.0,0.0,0.0,2.0,0.0426,0.0,0.0,3.0,0.0,4.0879,0.3617
